iter	RMSE
688	469.826746
689	469.7214533
690	469.6866497
691	469.5470619
692	469.3108944
693	469.239064
694	469.2124197
695	469.1585318
696	468.9941588
697	468.932893
698	468.8697166
699	468.6798871
700	468.6635103
701	468.5724746
702	468.5079466
703	468.3479324
704	468.3148007
705	468.2775938
706	468.1827139
707	468.1235468
708	468.0510688
709	467.984359
710	467.8444469
711	467.7192658
712	467.6056956
713	467.4508241
714	467.2553622
715	467.1534799
716	467.0015724
717	466.9348868
718	466.8524939
719	466.8307625
720	466.7690375
721	466.7661633
722	466.6622211
723	466.6105567
724	466.5164802
725	466.5032489
726	466.4800932
727	466.4628915
728	466.4460871
729	466.3983846
730	466.2651523
731	466.1963652
732	466.0720483
733	465.879943
734	465.7912019
735	465.6635477
736	465.5757014
737	465.5178329
738	465.3348159
739	465.2504486
740	465.2173697
741	465.1446248
742	464.9756071
743	464.9209608
744	464.9095866
745	464.7755249
746	464.721301
747	464.4853703
748	464.3247477
749	464.2348452
750	464.0478838
751	463.9852635
752	463.9286754
753	463.7270478
754	463.7086943
755	463.6372488
756	463.3641041
757	463.2594067
758	463.1783196
759	463.1057432
760	463.0172998
761	462.9054655
762	462.7662672
763	462.6615523
764	462.5787092
765	462.4776293
766	462.3187743
767	462.1509244
768	462.0835646
769	461.997188
770	461.9736232
771	461.8327199
772	461.6363114
773	461.6039617
774	461.51124
775	461.3120093
776	461.1946064
777	461.0414037
778	460.8828312
779	460.7576119
780	460.6722865
781	460.601963
782	460.461959
783	460.2541196
784	460.1731312
785	460.0529331
786	459.906816
787	459.8798567
788	459.8341909
789	459.7247004
790	459.6787725
791	459.5418071
792	459.4035345
793	459.2262484
794	459.166301
795	459.0945664
796	458.9711133
797	458.7848436
798	458.7012791
799	458.6500005
800	458.435319
801	458.3429444
802	458.3113207
803	458.2341526
804	458.1536759
805	458.1267192
806	458.1033723
807	458.0555359
808	457.9902243
809	457.9332346
810	457.7867557
811	457.7749943
812	457.7078755
813	457.6548673
814	457.4860656
815	457.4173922
816	457.3067761
817	457.1387386
818	457.0207168
819	456.9535956
820	456.8759023
821	456.6777247
822	456.5848077
823	456.535506
824	456.525203
825	456.4961835
826	456.3429
827	456.3217412
828	456.2189426
829	456.1211155
830	456.0197966
831	455.9716279
832	455.9027328
833	455.8292207
834	455.8170681
835	455.6848083
836	455.6172677
837	455.385691
838	455.1868923
839	455.0317036
840	455.0096729
841	454.8276132
842	454.6578443
843	454.4875455
844	454.3682384
845	454.2631774
846	454.0881701
847	454.0175255
848	453.8711651
849	453.7158789
850	453.6046326
851	453.4951167
852	453.4271239
853	453.3926408
854	453.3467878
855	453.3092892
856	453.2869777
857	453.2004089
858	453.081948
859	453.0069953
860	452.8196638
861	452.7189037
862	452.5918367
863	452.4832853
864	452.3907874
865	452.3763837
866	452.2733765
867	452.1648495
868	452.0669442
869	452.0404948
870	451.9709942
871	451.9429114
872	451.8586428
873	451.7455706
874	451.6286663
875	451.5187676
876	451.4608869
877	451.3858542
878	451.2582078
879	451.1929861
880	451.091861
881	450.9637758
882	450.8448966
883	450.8303078
884	450.7137223
885	450.6212219
886	450.5862642
887	450.4919314
888	450.3304
889	450.2288515
890	450.161934
891	450.0898127
892	449.9928957
893	449.9008857
894	449.8178184
895	449.8033726
896	449.7393227
897	449.6997583
898	449.6237156
899	449.547612
900	449.4350874
901	449.3887811
902	449.366759
903	449.2524579
904	449.0997543
905	448.9243206
906	448.7811837
907	448.7806768
908	448.7802016
909	448.6544382
910	448.6468239
911	448.5093301
912	448.5088974
913	448.4696509
914	448.4139704
915	448.2910754
916	448.1826608
917	448.1822208
918	448.0802686
919	448.0798073
920	448.0793497
921	447.8668805
922	447.7734489
923	447.7730632
924	447.7726393
925	447.6219742
926	447.4981961
927	447.357472
928	447.3297359
929	447.225531
930	447.1717376
931	447.1713849
932	447.1152337
933	447.0253491
934	446.9246541
935	446.845528
936	446.7600939
937	446.6663137
938	446.5658529
939	446.4597895
940	446.3464009
941	446.263259
942	446.13377
943	446.0380065
944	445.9211501
945	445.8903291
946	445.7866605
947	445.6896198
948	445.6498096
949	445.5595879
950	445.4880947
951	445.4574634
952	445.3600196
953	445.2520693
954	445.1384043
955	445.0496528
956	444.9643735
957	444.9342929
958	444.8379044
959	444.757896
960	444.6708629
961	444.6409144
962	444.505854
963	444.419537
964	444.2379114
965	444.1611535
966	444.0212031
967	443.9746692
968	443.7737
969	443.6922748
970	443.5908273
971	443.4392804
972	443.3335571
973	443.2663066
974	443.1781153
975	443.0299351
976	442.9141738
977	442.8565275
978	442.7868309
979	442.6563479
980	442.6296251
981	442.6130382
982	442.6034657
983	442.476596
984	442.3371006
985	442.3367332
986	442.2301906
987	442.1023247
988	442.0377734
989	441.9400281
990	441.8067356
991	441.7331772
992	441.732799
993	441.7117544
994	441.6451498
995	441.6262933
996	441.5252301
997	441.4543651
998	441.325543
999	441.3087644
